unnamed_0,company,typename,inches,screenresolution,cpu,ram,memory,gpu,opsys,weight,price
402.0,LENOVO,NOTEBOOK,25.6,IPS PANEL FULL HD 1920X1080,INTEL CORE I5 8250U 1.6GHZ,8GB,256GB SSD +  1TB HDD,AMD RADEON RX 550,WINDOWS 10,2.1KG,60978.96
403.0,ACER,NOTEBOOK,15.6,FULL HD 1920X1080,INTEL CORE I7 7700HQ 2.8GHZ,8GB,256GB SSD,NVIDIA GEFORCE GTX 1050,LINUX,2.5KG,46833.12
404.0,MSI,GAMING,17.3,FULL HD 1920X1080,INTEL CORE I7 7700HQ 2.8GHZ,16GB,256GB SSD +  1TB HDD,NVIDIA GEFORCE GTX 1070,WINDOWS 10,2.8KG,119826.72
405.0,ASUS,ULTRABOOK,14,FULL HD 1920X1080,INTEL CORE I7 7500U 2.7GHZ,8GB,512GB SSD,INTEL HD GRAPHICS 620,WINDOWS 10,1.10KG,99793.44
406.0,TOSHIBA,ULTRABOOK,13.3,FULL HD 1920X1080,INTEL CORE I7 6500U 2.5GHZ,16GB,512GB SSD,INTEL HD GRAPHICS 520,WINDOWS 10,1.2KG,93080.16
407.0,DELL,ULTRABOOK,14,FULL HD 1920X1080,INTEL CORE I7 7600U 2.8GHZ,8GB,512GB SSD,INTEL HD GRAPHICS,WINDOWS 10,1.36KG,89510.4
408.0,LENOVO,NOTEBOOK,35.6,FULL HD 1920X1080,INTEL CORE I3 6006U 2GHZ,4GB,500GB HDD,INTEL HD GRAPHICS 520,WINDOWS 10,2.2KG,21791.52
409.0,LENOVO,NOTEBOOK,11.6,1366X768,INTEL CELERON DUAL CORE N3350 1.1GHZ,2GB,32GB FLASH STORAGE,INTEL HD GRAPHICS 500,WINDOWS 10,1.15KG,16221.096
410.0,LENOVO,WORKSTATION,15.6,FULL HD 1920X1080,INTEL CORE I7 7700HQ 2.8GHZ,8GB,512GB SSD,NVIDIA QUADRO M1200,WINDOWS 10,2.67KG,102564.0
411.0,LENOVO,ULTRABOOK,14,IPS PANEL FULL HD 2560X1440,INTEL CORE I7 7700HQ 2.8GHZ,8GB,512GB SSD,NVIDIA GEFORCE GT 940MX,WINDOWS 10,1.7KG,103523.04
412.0,HP,NOTEBOOK,15.6,FULL HD 1920X1080,INTEL CORE I3 6006U 2GHZ,4GB,1TB HDD,AMD RADEON 520,WINDOWS 10,2.1KG,24988.32
413.0,ACER,2 IN 1 CONVERTIBLE,13.3,IPS PANEL FULL HD / TOUCHSCREEN 1920X1080,INTEL CORE I7 6500U 2.5GHZ,8GB,256GB SSD,INTEL HD GRAPHICS 520,WINDOWS 10,1.6KG,42038.4528
414.0,ASUS,2 IN 1 CONVERTIBLE,13.3,IPS PANEL FULL HD / TOUCHSCREEN 1920X1080,INTEL CORE I5 7200U 2.5GHZ,8GB,256GB SSD,INTEL HD GRAPHICS 620,WINDOWS 10,1.27KG,49443.84
415.0,DELL,NOTEBOOK,15.6,FULL HD 1920X1080,INTEL CORE I5 7200U 2.5GHZ,4GB,256GB SSD,AMD RADEON R5 M430,LINUX,2.3KG,31909.392
416.0,DELL,NOTEBOOK,13.3,1366X768,INTEL CORE I3 6006U 2GHZ,4GB,128GB SSD,INTEL HD GRAPHICS 520,WINDOWS 10,1.65KG,36709.92
417.0,HP,ULTRABOOK,14,FULL HD 1920X1080,INTEL CORE I7 6500U 2.5GHZ,8GB,256GB SSD,INTEL HD GRAPHICS 520,WINDOWS 10,1.43KG,79920.0
418.0,DELL,NOTEBOOK,15.6,1366X768,INTEL CORE I5 7200U 2.5GHZ,8GB,1TB HDD,INTEL HD GRAPHICS 620,WINDOWS 10,2.14KG,28768.536
419.0,LENOVO,ULTRABOOK,14,IPS PANEL FULL HD 1920X1080,INTEL CORE I7 8550U 1.8GHZ,8GB,256GB SSD,AMD RADEON RX 550,WINDOWS 10,1.75KG,64755.4464
420.0,LENOVO,2 IN 1 CONVERTIBLE,15.6,IPS PANEL 4K ULTRA HD / TOUCHSCREEN 3840X2160,INTEL CORE I7 7700HQ 2.8GHZ,16GB,512GB SSD,NVIDIA GEFORCE GTX 1050,WINDOWS 10,2KG,101178.72
421.0,CHUWI,NOTEBOOK,12.3,IPS PANEL RETINA DISPLAY 2736X1824,INTEL CELERON QUAD CORE N3450 1.1GHZ,6GB,64GB FLASH STORAGE,INTEL HD GRAPHICS 500,WINDOWS 10,1.4KG,23922.72
422.0,HP,NOTEBOOK,15.6,FULL HD 1920X1080,INTEL CORE I7 7820HQ 2.9GHZ,8GB,256GB SSD,INTEL HD GRAPHICS 630,WINDOWS 10,2.31KG,76030.56
423.0,ASUS,NOTEBOOK,35.6,FULL HD 1920X1080,INTEL CORE I3 7100U 2.4GHZ,8GB,1TB HDD,NVIDIA GEFORCE 940MX,LINUX,2.3KG,31808.16
424.0,DELL,GAMING,27.3,IPS PANEL 2560X1440,INTEL CORE I7 7820HK 2.9GHZ,16GB,256GB SSD +  1TB HDD,NVIDIA GEFORCE GTX 1070,WINDOWS 10,4.42KG,149130.72
425.0,DELL,GAMING,15.6,IPS PANEL FULL HD 1920X1080,INTEL CORE I7 7700HQ 2.8GHZ,8GB,128GB SSD +  1TB HDD,NVIDIA GEFORCE GTX 1050 TI,WINDOWS 10,2.62KG,61751.52
426.0,DELL,NOTEBOOK,15.6,FULL HD 1920X1080,INTEL CORE I7 8550U 1.8GHZ,8GB,256GB SSD +  2TB HDD,AMD RADEON 530,WINDOWS 10,2.02KG,60867.072
427.0,DELL,ULTRABOOK,14,FULL HD 1920X1080,INTEL CORE I7 7600U 2.8GHZ,8GB,256GB SSD,INTEL HD GRAPHICS 620,LINUX,1.6KG,58554.72
428.0,HP,GAMING,17.3,FULL HD 1920X1080,INTEL CORE I7 7700HQ 2.8GHZ,12GB,256GB SSD +  1TB HDD,NVIDIA GEFORCE GTX 1070,WINDOWS 10,3.35KG,106506.72
429.0,MEDIACOM,2 IN 1 CONVERTIBLE,11.6,IPS PANEL FULL HD / TOUCHSCREEN 1920X1080,INTEL CELERON DUAL CORE N3350 1.1GHZ,4GB,32GB SSD,INTEL HD GRAPHICS 500,WINDOWS 10,1.16KG,15930.72
430.0,SAMSUNG,NETBOOK,11.6,1366X768,INTEL CELERON DUAL CORE N3060 1.6GHZ,4GB,16GB FLASH STORAGE,INTEL HD GRAPHICS 400,CHROME OS,1.15KG,14332.32
431.0,LENOVO,NOTEBOOK,13.3,IPS PANEL FULL HD 1920X1080,INTEL CORE I7 7500U 2.7GHZ,8GB,256GB SSD,INTEL HD GRAPHICS 620,WINDOWS 10,1.4KG,53812.8
432.0,LENOVO,NOTEBOOK,14,IPS PANEL FULL HD 1920X1080,INTEL CORE I3 7130U 2.7GHZ,4GB,128GB SSD,INTEL HD GRAPHICS 620,WINDOWS 10,1.7KG,31914.72
433.0,LENOVO,WORKSTATION,15.6,IPS PANEL 4K ULTRA HD 3840X2160,INTEL CORE I7 7600U 2.8GHZ,16GB,512GB SSD,NVIDIA GEFORCE 940MX,WINDOWS 10,2.3KG,130269.6
434.0,LENOVO,NOTEBOOK,15.6,FULL HD 1920X1080,INTEL CORE I7 7820HQ 2.9GHZ,16GB,512GB SSD,NVIDIA QUADRO M2200M,WINDOWS 10,2.5KG,130482.72
435.0,ASUS,GAMING,17.3,FULL HD 1920X1080,AMD RYZEN 1600 3.2GHZ,8GB,256GB SSD +  1TB HDD,AMD RADEON RX 580,WINDOWS 10,3.2KG,90309.6
436.0,HP,NOTEBOOK,15.6,1366X768,INTEL CELERON DUAL CORE N3060 1.6GHZ,4GB,500GB HDD,INTEL HD GRAPHICS 400,WINDOWS 10,2.1KG,18488.16
437.0,GOOGLE,ULTRABOOK,12.3,TOUCHSCREEN 2400X1600,INTEL CORE I7 7Y75 1.3GHZ,16GB,512GB SSD,INTEL HD GRAPHICS 615,CHROME OS,1.1KG,117162.72
438.0,LENOVO,ULTRABOOK,24,2560X1440,INTEL CORE I7 7500U 2.7GHZ,24GB,512GB SSD,INTEL HD GRAPHICS 620,WINDOWS 10,1.32KG,126912.96
439.0,ASUS,NOTEBOOK,15.6,FULL HD 1920X1080,INTEL CORE I5 7200U 2.5GHZ,4GB,256GB SSD,INTEL HD GRAPHICS 620,LINUX,2KG,29783.52
440.0,LENOVO,NOTEBOOK,17.3,1600X900,AMD A6-SERIES 9220 2.5GHZ,8GB,1TB HDD,AMD RADEON R4,WINDOWS 10,2.8KG,27652.32
441.0,DELL,NOTEBOOK,15.6,FULL HD 1920X1080,INTEL CORE I5 8250U 1.6GHZ,4GB,256GB SSD,AMD RADEON 530,WINDOWS 10,2.2KG,39906.72
442.0,LENOVO,ULTRABOOK,12.5,IPS PANEL FULL HD 1920X1080,INTEL CORE I5 7200U 2.5GHZ,8GB,256GB SSD,INTEL HD GRAPHICS 620,WINDOWS 10,1.36KG,76137.12
443.0,LENOVO,NOTEBOOK,15.6,FULL HD 1920X1080,INTEL PENTIUM QUAD CORE N4200 1.1GHZ,4GB,128GB SSD,INTEL HD GRAPHICS 505,WINDOWS 10,2.2KG,18594.72
444.0,HP,GAMING,15.6,IPS PANEL FULL HD 1920X1080,INTEL CORE I7 7700HQ 2.8GHZ,8GB,128GB SSD +  1TB HDD,NVIDIA GEFORCE GTX 1050,WINDOWS 10,2.2KG,58554.72
445.0,DELL,NOTEBOOK,14,FULL HD 1920X1080,INTEL CORE I5 7440HQ 2.8GHZ,8GB,256GB SSD,NVIDIA GEFORCE 930MX,WINDOWS 10,1.64KG,62817.12
446.0,ACER,NOTEBOOK,15.6,1366X768,INTEL CORE I5 7200U 2.5GHZ,4GB,500GB HDD,INTEL HD GRAPHICS 620,LINUX,2.4KG,23539.104
447.0,DELL,WORKSTATION,15.6,FULL HD 1920X1080,INTEL XEON E3-1505M V6 3GHZ,8GB,64GB FLASH STORAGE +  1TB HDD,NVIDIA QUADRO M620,WINDOWS 10,2.23KG,106187.04
448.0,MSI,GAMING,15.6,FULL HD 1920X1080,INTEL CORE I5 7300HQ 2.5GHZ,8GB,256GB SSD,NVIDIA GEFORCE GTX 1050,WINDOWS 10,2.2KG,54757.9872
449.0,MICROSOFT,ULTRABOOK,13.5,TOUCHSCREEN 2256X1504,INTEL CORE I7 7660U 2.5GHZ,16GB,512GB SSD,INTEL IRIS PLUS GRAPHICS 640,WINDOWS 10 S,1.25KG,137941.92
450.0,HP,NOTEBOOK,15.6,1366X768,INTEL CORE I5 7200U 2.5GHZ,8GB,128GB SSD,INTEL HD GRAPHICS 620,WINDOWS 10,1.91KG,31381.92
451.0,DELL,WORKSTATION,15.6,IPS PANEL FULL HD 1920X1080,INTEL CORE I7 6820HQ 2.7GHZ,16GB,256GB SSD,NVIDIA QUADRO M620,WINDOWS 10,2.17KG,105228.0
452.0,HP,WORKSTATION,15.6,IPS PANEL FULL HD 1920X1080,INTEL CORE I7 7820HQ 2.9GHZ,8GB,512GB SSD,INTEL HD GRAPHICS 620,WINDOWS 10,2.31KG,81731.52
453.0,LENOVO,NOTEBOOK,14,FULL HD 1920X1080,INTEL CORE I5 7200U 2.5GHZ,8GB,256GB SSD,INTEL HD GRAPHICS 620,WINDOWS 10,1.65KG,71661.6
454.0,DELL,NOTEBOOK,15.6,FULL HD 1920X1080,INTEL CORE I7 8550U 1.8GHZ,8GB,128GB SSD +  1TB HDD,AMD RADEON 530,WINDOWS 10,2.36KG,52161.12
455.0,DELL,2 IN 1 CONVERTIBLE,11.6,TOUCHSCREEN 1366X768,INTEL PENTIUM QUAD CORE N3710 1.6GHZ,4GB,500GB HDD,INTEL HD GRAPHICS 405,WINDOWS 10,1.47KG,25521.12
456.0,DELL,NOTEBOOK,17.3,IPS PANEL FULL HD 1920X1080,INTEL CORE I7 7700HQ 2.7GHZ,8GB,1TB HDD,NVIDIA GEFORCE GTX 1060,WINDOWS 10,4.42KG,109010.88
457.0,MICROSOFT,ULTRABOOK,13.5,TOUCHSCREEN 2256X1504,INTEL CORE M M3-7Y30 2.2GHZ,4GB,128GB SSD,INTEL HD GRAPHICS 615,WINDOWS 10 S,1.252KG,52693.92
458.0,MICROSOFT,ULTRABOOK,33.5,TOUCHSCREEN 2256X1504,INTEL CORE I7 7660U 2.5GHZ,8GB,256GB SSD,INTEL IRIS PLUS GRAPHICS 640,WINDOWS 10 S,1.25KG,95850.72
459.0,HP,NOTEBOOK,17.3,1600X900,INTEL CORE I3 6006U 2GHZ,8GB,256GB SSD,INTEL HD GRAPHICS 520,WINDOWS 10,2.5KG,34093.872
460.0,ACER,NOTEBOOK,15.6,FULL HD 1920X1080,INTEL CORE I3 6006U 2GHZ,4GB,1TB HDD,NVIDIA GEFORCE 940MX,WINDOWS 10,2.23KG,28984.32
461.0,ACER,NETBOOK,11.6,1366X768,INTEL CELERON DUAL CORE N3060 1.6GHZ,4GB,128GB SSD,INTEL HD GRAPHICS 400,WINDOWS 10,1.4KG,23176.8
462.0,ASUS,NOTEBOOK,15.6,FULL HD 1920X1080,INTEL CORE I5 7200U 2.5GHZ,8GB,1TB HDD,INTEL HD GRAPHICS 620,WINDOWS 10,2.37KG,39906.72
463.0,LENOVO,NOTEBOOK,14,IPS PANEL FULL HD 1920X1080,INTEL CORE I7 7500U 2.7GHZ,8GB,512GB SSD,AMD RADEON R7 M460,NO OS,1.5KG,42570.72
464.0,LENOVO,NOTEBOOK,15.6,FULL HD 1920X1080,INTEL CORE I7 7820HQ 2.9GHZ,8GB,256GB SSD,NVIDIA QUADRO M2200M,WINDOWS 10,2.67KG,111355.2
465.0,ASUS,NOTEBOOK,15.6,1366X768,INTEL PENTIUM QUAD CORE N4200 1.1GHZ,4GB,500GB HDD,INTEL HD GRAPHICS 500,WINDOWS 10,2KG,16197.12
466.0,ACER,NOTEBOOK,15.6,1366X768,INTEL CORE I3 6006U 2GHZ,4GB,500GB HDD,NVIDIA GEFORCE GTX 940MX,WINDOWS 10,2.2KG,24988.32
467.0,DELL,NOTEBOOK,15.6,FULL HD 1920X1080,INTEL CORE I5 8250U 1.6GHZ,8GB,2TB HDD,AMD RADEON 530,WINDOWS 10,2.02KG,40439.52
468.0,HP,GAMING,17.3,IPS PANEL FULL HD 1920X1080,INTEL CORE I7 7700HQ 2.8GHZ,12GB,1TB HDD,NVIDIA GEFORCE GTX 1060,WINDOWS 10,3.78KG,90522.72
469.0,LENOVO,ULTRABOOK,14,IPS PANEL QUAD HD+ 2560X1440,INTEL CORE I7 6600U 2.6GHZ,12GB,256GB SSD,INTEL HD GRAPHICS 520,WINDOWS 10,1.4KG,98994.24
470.0,HP,2 IN 1 CONVERTIBLE,13.3,IPS PANEL 4K ULTRA HD / TOUCHSCREEN 3840X2160,INTEL CORE I7 8550U 1.8GHZ,8GB,512GB SSD,INTEL UHD GRAPHICS 620,WINDOWS 10,1.29KG,106506.72
471.0,HP,NOTEBOOK,15.6,FULL HD 1920X1080,INTEL CORE I5 7200U 2.5GHZ,8GB,500GB HDD,AMD FIREPRO W4190M ,WINDOWS 10,1.9KG,61485.12
472.0,GOOGLE,ULTRABOOK,12.3,TOUCHSCREEN 2400X1600,INTEL CORE I5 7Y57 1.2GHZ,8GB,128GB SSD,INTEL HD GRAPHICS 615,CHROME OS,1.1KG,67932.0
473.0,DELL,ULTRABOOK,13.3,FULL HD / TOUCHSCREEN 1920X1080,INTEL CORE I5 8250U 1.6GHZ,8GB,256GB SSD,INTEL UHD GRAPHICS 620,WINDOWS 10,1.42KG,98133.768
474.0,ASUS,NOTEBOOK,15.6,IPS PANEL 4K ULTRA HD 3840X2160,INTEL CORE I7 6700HQ 2.6GHZ,12GB,128GB SSD +  1TB HDD,INTEL HD GRAPHICS 530,WINDOWS 10,2.06KG,69210.72
475.0,DELL,NOTEBOOK,14,1366X768,INTEL CORE I3 6100U 2.3GHZ,8GB,128GB SSD,INTEL HD GRAPHICS 520,WINDOWS 10,1.79KG,39427.2
476.0,DELL,WORKSTATION,?,FULL HD 1920X1080,INTEL CORE I7 7700HQ 2.8GHZ,8GB,256GB SSD,NVIDIA QUADRO M1200,WINDOWS 10,1.78KG,128298.24
477.0,LENOVO,NOTEBOOK,14,FULL HD 1920X1080,INTEL CORE I5 7200U 2.5GHZ,8GB,180GB SSD,INTEL HD GRAPHICS 620,WINDOWS 10,1.7KG,72673.92
,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
479.0,TOSHIBA,NOTEBOOK,13.3,IPS PANEL FULL HD 1920X1080,INTEL CORE I5 7200U 2.5GHZ,8GB,256GB SSD,INTEL HD GRAPHICS 620,WINDOWS 10,1.05KG,89084.16
480.0,DELL,NOTEBOOK,15.6,IPS PANEL FULL HD 1920X1080,INTEL CORE I7 8550U 1.8GHZ,8GB,512GB SSD,NVIDIA GEFORCE 940MX,WINDOWS 10,2.16KG,67239.36
481.0,DELL,NOTEBOOK,15.6,1366X768,INTEL CORE I3 7100U 2.4GHZ,4GB,1TB HDD,INTEL HD GRAPHICS 620,WINDOWS 10,2.18KG,31254.048
482.0,HP,NOTEBOOK,13.3,IPS PANEL FULL HD 1920X1080,INTEL CORE I5 8250U 1.6GHZ,4GB,128GB SSD,INTEL UHD GRAPHICS 620,WINDOWS 10,1.49KG,38681.28
483.0,CHUWI,NOTEBOOK,15.6,FULL HD 1920X1080,INTEL ATOM X5-Z8350 1.44GHZ,4GB,64GB FLASH STORAGE,INTEL HD GRAPHICS,WINDOWS 10,1.89KG,13261.392
484.0,LENOVO,NOTEBOOK,15.6,1366X768,INTEL CORE I3 6006U 2.0GHZ,4GB,128GB SSD,INTEL HD GRAPHICS 520,WINDOWS 10,2.3KG,30103.2
485.0,LENOVO,NOTEBOOK,14,IPS PANEL FULL HD 1920X1080,INTEL CORE I5 8250U 1.6GHZ,8GB,256GB SSD,INTEL UHD GRAPHICS 620,WINDOWS 10,1.75KG,55890.72
486.0,DELL,WORKSTATION,15.6,IPS PANEL FULL HD 1920X1080,INTEL CORE I7 6820HQ 2.7GHZ,16GB,512GB SSD,NVIDIA QUADRO M620,WINDOWS 10,2.17KG,124568.64
487.0,DELL,NOTEBOOK,15.6,FULL HD 1920X1080,INTEL CORE I7 7700HQ 2.8GHZ,16GB,512GB SSD,NVIDIA GEFORCE GTX 1050,WINDOWS 10,2.06KG,101178.72
488.0,LENOVO,ULTRABOOK,12.5,IPS PANEL FULL HD 1920X1080,INTEL CORE I7 7500U 2.7GHZ,16GB,512GB SSD,INTEL HD GRAPHICS 620,WINDOWS 10,1.36KG,95797.44
489.0,ASUS,ULTRABOOK,12.5,FULL HD 1920X1080,INTEL CORE I7 7500U 2.7GHZ,16GB,512GB SSD,INTEL HD GRAPHICS 620,WINDOWS 10,0.91KG,103896.0
490.0,LENOVO,NOTEBOOK,15.6,IPS PANEL FULL HD 1920X1080,INTEL CORE I5 7200U 2.5GHZ,8GB,256GB SSD,NVIDIA GEFORCE 940MX,WINDOWS 10,2.3KG,53918.8272
491.0,TOSHIBA,ULTRABOOK,13.3,FULL HD / TOUCHSCREEN 1920X1080,INTEL CORE I7 7500U 2.7GHZ,32GB,512GB SSD,INTEL HD GRAPHICS 620,WINDOWS 10,1.05KG,149130.72
492.0,ASUS,GAMING,15.6,FULL HD 1920X1080,INTEL CORE I7 7700HQ 2.8GHZ,8GB,128GB SSD +  1TB HDD,NVIDIA GEFORCE GTX 1050,WINDOWS 10,1.99KG,71928.0
493.0,ACER,NOTEBOOK,15.6,1366X768,AMD A10-SERIES 9620P 2.5GHZ,8GB,1TB HDD,AMD RADEON RX 540,WINDOWS 10,2.2KG,30849.12
494.0,ASUS,GAMING,17.3,IPS PANEL FULL HD / TOUCHSCREEN 1920X1080,INTEL CORE I7 6700HQ 2.6GHZ,24GB,256GB SSD +  1TB HDD,NVIDIA GEFORCE GTX 965M,WINDOWS 10,4.33KG,67612.32
495.0,LENOVO,ULTRABOOK,12.5,IPS PANEL 1366X768,INTEL CORE I5 6200U 2.3GHZ,8GB,180GB SSD,INTEL HD GRAPHICS 520,WINDOWS 10,1.3KG,58554.72
496.0,LENOVO,NOTEBOOK,15.6,FULL HD 1920X1080,INTEL CORE I7 8550U 1.8GHZ,8GB,256GB SSD,INTEL UHD GRAPHICS 620,WINDOWS 10,2.17KG,47893.392
497.0,HP,NOTEBOOK,14,FULL HD 1920X1080,INTEL CORE I7 7600U 2.8GHZ,8GB,1TB SSD,INTEL HD GRAPHICS 620,WINDOWS 10,1.48KG,93186.72
498.0,LENOVO,NOTEBOOK,13.3,IPS PANEL FULL HD 1920X1080,INTEL CORE I3 7100U 2.4GHZ,8GB,256GB SSD,INTEL HD GRAPHICS 620,WINDOWS 10,1.4KG,50562.72
499.0,LENOVO,NOTEBOOK,15.6,IPS PANEL FULL HD 1920X1080,INTEL CORE I5 7200U 2.5GHZ,8GB,256GB SSD,INTEL HD GRAPHICS 620,WINDOWS 10,2.3KG,48538.08
500.0,ASUS,NETBOOK,11.6,1366X768,INTEL CELERON DUAL CORE N3350 1.1GHZ,4GB,64GB FLASH STORAGE,INTEL HD GRAPHICS 500,WINDOWS 10 S,1.2KG,18115.2
501.0,HP,NOTEBOOK,15.6,1366X768,INTEL CORE I5 7200U 2.5GHZ,8GB,256GB SSD,AMD RADEON 520,WINDOWS 10,1.91KG,32979.7872
502.0,LENOVO,2 IN 1 CONVERTIBLE,13.9,IPS PANEL FULL HD / TOUCHSCREEN 1920X1080,INTEL CORE I5 8250U 1.6GHZ,8GB,256GB SSD,INTEL UHD GRAPHICS 620,WINDOWS 10,1.4KG,85194.72
503.0,LENOVO,NOTEBOOK,14,1366X768,INTEL CELERON DUAL CORE N3350 1.1GHZ,4GB,500GB HDD,INTEL HD GRAPHICS 500,WINDOWS 10,2.1KG,15930.72
504.0,LENOVO,NETBOOK,11.6,1366X768,INTEL CELERON DUAL CORE N3060 1.6GHZ,4GB,16GB SSD,INTEL HD GRAPHICS 400,CHROME OS,1.25KG,14119.2
505.0,LENOVO,NOTEBOOK,13.3,FULL HD 1920X1080,INTEL CORE I5 7200U 2.5GHZ,8GB,256GB SSD,INTEL HD GRAPHICS 620,WINDOWS 10,1.44KG,50562.72
506.0,ASUS,NOTEBOOK,15.6,FULL HD 1920X1080,INTEL CORE I7 7500U 2.7GHZ,8GB,256GB SSD +  1TB HDD,INTEL HD GRAPHICS 620,WINDOWS 10,2KG,65214.72
507.0,ACER,NOTEBOOK,15.6,IPS PANEL FULL HD 1920X1080,INTEL CORE I5 8250U 1.6GHZ,4GB,1TB HDD,NVIDIA GEFORCE MX150,WINDOWS 10,2.2KG,32660.64
508.0,HP,ULTRABOOK,13.3,IPS PANEL FULL HD 1920X1080,INTEL CORE I7 7500U 2.7GHZ,8GB,512GB SSD,INTEL HD GRAPHICS 620,WINDOWS 10,1.34KG,70489.44
509.0,LENOVO,GAMING,15.6,IPS PANEL FULL HD 1920X1080,INTEL CORE I7 7700HQ 2.8GHZ,8GB,256GB SSD +  1TB HDD,NVIDIA GEFORCE GTX 1060,NO OS,2.4KG,61218.72
510.0,DELL,ULTRABOOK,13.3,IPS PANEL FULL HD / TOUCHSCREEN 1920X1080,INTEL CORE I5 7200U 2.5GHZ,8GB,128GB SSD,INTEL HD GRAPHICS 620,WINDOWS 10,1.29KG,47898.72
511.0,ACER,NOTEBOOK,15.6,FULL HD 1920X1080,INTEL CORE I7 7500U 2.7GHZ,4GB,500GB HDD,NVIDIA GEFORCE 940MX,WINDOWS 10,2.2KG,34045.92
512.0,DELL,NOTEBOOK,15.6,FULL HD 1920X1080,INTEL CORE I5 7200U 2.5GHZ,8GB,1TB HDD,INTEL HD GRAPHICS 620,WINDOWS 10,2.18KG,44542.08
513.0,DELL,NOTEBOOK,15.6,FULL HD 1920X1080,INTEL CORE I7 8550U 1.8GHZ,16GB,256GB SSD +  2TB HDD,AMD RADEON 530,WINDOWS 10,2.2KG,64961.1072
514.0,XIAOMI,NOTEBOOK,15.6,IPS PANEL FULL HD 1920X1080,INTEL CORE I7 8550U 1.8GHZ,16GB,256GB SSD,NVIDIA GEFORCE MX150,NO OS,1.95KG,74589.336
515.0,ASUS,NETBOOK,11.6,1366X768,INTEL CELERON DUAL CORE N3350 1.1GHZ,2GB,32GB FLASH STORAGE,INTEL HD GRAPHICS 500,WINDOWS 10,1.1KG,13053.6
516.0,HP,NOTEBOOK,15.6,TOUCHSCREEN 1366X768,INTEL CORE I5 8250U 1.6GHZ,4GB,1TB HDD,INTEL UHD GRAPHICS 620,WINDOWS 10,2.04KG,27783.9216
517.0,ASUS,GAMING,15.6,FULL HD 1920X1080,INTEL CORE I7 7700HQ 2.8GHZ,24GB,512GB SSD,NVIDIA GEFORCE GTX1080,WINDOWS 10,2.24KG,158135.04
518.0,HP,NOTEBOOK,15.6,FULL HD 1920X1080,INTEL CORE I5 7200U 2.5GHZ,8GB,256GB SSD,NVIDIA GEFORCE 930MX,WINDOWS 10,2.04KG,47365.92
519.0,ASUS,GAMING,17.3,FULL HD 1920X1080,INTEL CORE I7 7700HQ 2.8GHZ,16GB,256GB SSD +  1TB HDD,NVIDIA GEFORCE GTX1050 TI,WINDOWS 10,3KG,80133.12
520.0,LENOVO,GAMING,15.6,IPS PANEL FULL HD 1920X1080,INTEL CORE I7 7700HQ 2.8GHZ,8GB,256GB SSD +  1TB HDD,NVIDIA GEFORCE GTX 1060,WINDOWS 10,3.2KG,74538.72
521.0,HP,ULTRABOOK,13.3,IPS PANEL FULL HD 1920X1080,INTEL CORE I7 7500U 2.7GHZ,8GB,256GB SSD,INTEL HD GRAPHICS 620,WINDOWS 10,1.32KG,74538.72
522.0,DELL,NOTEBOOK,14,FULL HD 1920X1080,INTEL CORE I5 7300U 2.6GHZ,8GB,256GB SSD,INTEL HD GRAPHICS 620,WINDOWS 10,1.64KG,68184.0144
523.0,HP,NOTEBOOK,15.6,1366X768,INTEL CORE I3 6006U 2GHZ,4GB,128GB SSD,INTEL HD GRAPHICS 520,WINDOWS 10,1.63KG,36709.92
524.0,DELL,NOTEBOOK,17.3,IPS PANEL FULL HD 1920X1080,INTEL CORE I5 8250U 1.6GHZ,8GB,128GB SSD +  1TB HDD,AMD RADEON 530,LINUX,2.8KG,47365.92
525.0,LENOVO,NOTEBOOK,24,FULL HD 1920X1080,INTEL CORE I5 6200U 2.3GHZ,8GB,256GB SSD,INTEL HD GRAPHICS 520,WINDOWS 7,2.02KG,71395.2
526.0,LENOVO,NOTEBOOK,15.6,FULL HD 1920X1080,INTEL CORE I7 7500U 2.7GHZ,4GB,1TB HDD,NVIDIA GEFORCE 920MX,WINDOWS 10,2.2KG,42570.72
527.0,LENOVO,NOTEBOOK,15.6,1366X768,INTEL CORE I3 6006U 2GHZ,8GB,2TB HDD,NVIDIA GEFORCE 920MX ,NO OS,2.2KG,24455.52
528.0,DELL,NOTEBOOK,15.6,FULL HD 1920X1080,INTEL CORE I5 7200U 2.5GHZ,4GB,500GB HDD,AMD RADEON R5 M430,WINDOWS 10,2.3KG,31168.8
529.0,DELL,NOTEBOOK,15.6,FULL HD 1920X1080,INTEL CORE I5 7440HQ 2.8GHZ,8GB,256GB SSD,INTEL HD GRAPHICS 620,WINDOWS 10,1.9KG,73366.56
530.0,DELL,GAMING,17.3,IPS PANEL FULL HD 1920X1080,INTEL CORE I7 7700HQ 2.8GHZ,16GB,128GB SSD +  1TB HDD,NVIDIA GEFORCE GTX 1070,WINDOWS 10,4.42KG,160520.3856
531.0,TOSHIBA,NOTEBOOK,15.6,IPS PANEL FULL HD 1920X1080,INTEL CORE I5 7200U 2.5GHZ,8GB,500GB HDD,INTEL HD GRAPHICS 620,WINDOWS 10,2.0KG,45820.8
